Id;Measure;KenmerkenVanHuishoudens;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Value;StringValue;ValueAttribute
8688;1050010_1;1013604;A043009;A028724;2015JJ00;1,1;;None
8689;1050010_2;1013604;A043009;A028724;2015JJ00;6,6;;None
8690;1050010_1;1013604;A043009;A028724;2016JJ00;1,1;;None
8691;1050010_2;1013604;A043009;A028724;2016JJ00;6,5;;None
8692;1050010_1;1013604;A043009;A028724;2017JJ00;1,1;;None
8693;1050010_2;1013604;A043009;A028724;2017JJ00;6,7;;None
8694;1050010_1;1013604;A043009;A028724;2018JJ00;1,1;;None
8695;1050010_2;1013604;A043009;A028724;2018JJ00;7,4;;None
8696;1050010_1;1013604;A043009;A028724;2019JJ00;1;;None
8697;1050010_2;1013604;A043009;A028724;2019JJ00;7,5;;None
8698;1050010_1;1013604;A043009;A028724;2020JJ00;0,8;;None
8699;1050010_2;1013604;A043009;A028724;2020JJ00;6,5;;None
8700;1050010_1;1013604;A043009;A028724;2021JJ00;0,8;;None
8701;1050010_2;1013604;A043009;A028724;2021JJ00;6,3;;None
8702;1050010_1;1013604;A043009;A028724;2022JJ00;0,7;;None
8703;1050010_2;1013604;A043009;A028724;2022JJ00;5,1;;None
8704;1050010_1;1013604;A043009;A028724;2023JJ00;0,8;;None
8705;1050010_2;1013604;A043009;A028724;2023JJ00;5,3;;None
8706;1050010_1;1013604;A043009;A028724;2024JJ00;1,1;;None
8707;1050010_2;1013604;A043009;A028724;2024JJ00;7,3;;None
8708;1050010_1;1013604;A043007;A028721;2011JJ00;5,7;;None
8709;1050010_2;1013604;A043007;A028721;2011JJ00;31,6;;None
8710;1050010_1;1013604;A043007;A028721;2012JJ00;5,9;;None
8711;1050010_2;1013604;A043007;A028721;2012JJ00;34;;None
8712;1050010_1;1013604;A043007;A028721;2013JJ00;6,8;;None
8713;1050010_2;1013604;A043007;A028721;2013JJ00;34;;None
8714;1050010_1;1013604;A043007;A028721;2014JJ00;7,5;;None
8715;1050010_2;1013604;A043007;A028721;2014JJ00;33,2;;None
8716;1050010_1;1013604;A043007;A028721;2015JJ00;6,9;;None
8717;1050010_2;1013604;A043007;A028721;2015JJ00;31,2;;None
8718;1050010_1;1013604;A043007;A028721;2016JJ00;6,2;;None
8719;1050010_2;1013604;A043007;A028721;2016JJ00;28,4;;None
8720;1050010_1;1013604;A043007;A028721;2017JJ00;5,6;;None
8721;1050010_2;1013604;A043007;A028721;2017JJ00;27,1;;None
8722;1050010_1;1013604;A043007;A028721;2018JJ00;5,2;;None
8723;1050010_2;1013604;A043007;A028721;2018JJ00;27,8;;None
8724;1050010_1;1013604;A043007;A028721;2019JJ00;5,4;;None
8725;1050010_2;1013604;A043007;A028721;2019JJ00;29,5;;None
8726;1050010_1;1013604;A043007;A028721;2020JJ00;4,7;;None
8727;1050010_2;1013604;A043007;A028721;2020JJ00;27,4;;None
8728;1050010_1;1013604;A043007;A028721;2021JJ00;4,8;;None
8729;1050010_2;1013604;A043007;A028721;2021JJ00;27,2;;None
8730;1050010_1;1013604;A043007;A028721;2022JJ00;5,3;;None
8731;1050010_2;1013604;A043007;A028721;2022JJ00;26,8;;None
8732;1050010_1;1013604;A043007;A028721;2023JJ00;7,5;;None
8733;1050010_2;1013604;A043007;A028721;2023JJ00;31;;None
8734;1050010_1;1013604;A043007;A028721;2024JJ00;8,1;;None
8735;1050010_2;1013604;A043007;A028721;2024JJ00;36,4;;None
8736;1050010_1;1013604;A043007;A028724;2011JJ00;1,2;;None
8737;1050010_2;1013604;A043007;A028724;2011JJ00;9,2;;None
8738;1050010_1;1013604;A043007;A028724;2012JJ00;1,4;;None
8739;1050010_2;1013604;A043007;A028724;2012JJ00;10,3;;None
8740;1050010_1;1013604;A043007;A028724;2013JJ00;1,6;;None
8741;1050010_2;1013604;A043007;A028724;2013JJ00;10,1;;None
8742;1050010_1;1013604;A043007;A028724;2014JJ00;1,6;;None
8743;1050010_2;1013604;A043007;A028724;2014JJ00;9,3;;None
8744;1050010_1;1013604;A043007;A028724;2015JJ00;1,5;;None
8745;1050010_2;1013604;A043007;A028724;2015JJ00;8,9;;None
8746;1050010_1;1013604;A043007;A028724;2016JJ00;1,4;;None
8747;1050010_2;1013604;A043007;A028724;2016JJ00;8,6;;None
8748;1050010_1;1013604;A043007;A028724;2017JJ00;1,4;;None
8749;1050010_2;1013604;A043007;A028724;2017JJ00;8,7;;None
8750;1050010_1;1013604;A043007;A028724;2018JJ00;1,4;;None
8751;1050010_2;1013604;A043007;A028724;2018JJ00;9,4;;None
8752;1050010_1;1013604;A043007;A028724;2019JJ00;1,3;;None
8753;1050010_2;1013604;A043007;A028724;2019JJ00;9,4;;None
8754;1050010_1;1013604;A043007;A028724;2020JJ00;1;;None
8755;1050010_2;1013604;A043007;A028724;2020JJ00;8,1;;None
8756;1050010_1;1013604;A043007;A028724;2021JJ00;1;;None
8757;1050010_2;1013604;A043007;A028724;2021JJ00;7,9;;None
8758;1050010_1;1013604;A043007;A028724;2022JJ00;0,9;;None
8759;1050010_2;1013604;A043007;A028724;2022JJ00;6,6;;None
8760;1050010_1;1013604;A043007;A028724;2023JJ00;1,1;;None
8761;1050010_2;1013604;A043007;A028724;2023JJ00;7,1;;None
8762;1050010_1;1013604;A043007;A028724;2024JJ00;1,4;;None
8763;1050010_2;1013604;A043007;A028724;2024JJ00;9,1;;None
8764;1050010_1;1013604;A043008;A028721;2011JJ00;6,3;;None
8765;1050010_2;1013604;A043008;A028721;2011JJ00;34,6;;None
8766;1050010_1;1013604;A043008;A028721;2012JJ00;6,5;;None
8767;1050010_2;1013604;A043008;A028721;2012JJ00;37,1;;None
8768;1050010_1;1013604;A043008;A028721;2013JJ00;7,5;;None
8769;1050010_2;1013604;A043008;A028721;2013JJ00;37,2;;None
8770;1050010_1;1013604;A043008;A028721;2014JJ00;8,3;;None
8771;1050010_2;1013604;A043008;A028721;2014JJ00;36,6;;None
8772;1050010_1;1013604;A043008;A028721;2015JJ00;7,6;;None
8773;1050010_2;1013604;A043008;A028721;2015JJ00;34,5;;None
8774;1050010_1;1013604;A043008;A028721;2016JJ00;6,9;;None
8775;1050010_2;1013604;A043008;A028721;2016JJ00;31,8;;None
8776;1050010_1;1013604;A043008;A028721;2017JJ00;6,3;;None
8777;1050010_2;1013604;A043008;A028721;2017JJ00;30,4;;None
8778;1050010_1;1013604;A043008;A028721;2018JJ00;5,9;;None
8779;1050010_2;1013604;A043008;A028721;2018JJ00;31,1;;None
8780;1050010_1;1013604;A043008;A028721;2019JJ00;6;;None
8781;1050010_2;1013604;A043008;A028721;2019JJ00;32,8;;None
8782;1050010_1;1013604;A043008;A028721;2020JJ00;5,3;;None
8783;1050010_2;1013604;A043008;A028721;2020JJ00;30,8;;None
8784;1050010_1;1013604;A043008;A028721;2021JJ00;5,4;;None
8785;1050010_2;1013604;A043008;A028721;2021JJ00;30,3;;None
8786;1050010_1;1013604;A043008;A028721;2022JJ00;6;;None
8787;1050010_2;1013604;A043008;A028721;2022JJ00;30,1;;None
8788;1050010_1;1013604;A043008;A028721;2023JJ00;8,3;;None
8789;1050010_2;1013604;A043008;A028721;2023JJ00;34,4;;None
8790;1050010_1;1013604;A043008;A028721;2024JJ00;8,9;;None
8791;1050010_2;1013604;A043008;A028721;2024JJ00;39,9;;None
8792;1050010_1;1013604;A043008;A028724;2011JJ00;1,5;;None
8793;1050010_2;1013604;A043008;A028724;2011JJ00;11,5;;None
8794;1050010_1;1013604;A043008;A028724;2012JJ00;1,7;;None
8795;1050010_2;1013604;A043008;A028724;2012JJ00;12,9;;None
8796;1050010_1;1013604;A043008;A028724;2013JJ00;1,9;;None
8797;1050010_2;1013604;A043008;A028724;2013JJ00;12,3;;None
8798;1050010_1;1013604;A043008;A028724;2014JJ00;1,9;;None
8799;1050010_2;1013604;A043008;A028724;2014JJ00;11,4;;None
8800;1050010_1;1013604;A043008;A028724;2015JJ00;1,8;;None
8801;1050010_2;1013604;A043008;A028724;2015JJ00;11,2;;None
8802;1050010_1;1013604;A043008;A028724;2016JJ00;1,8;;None
8803;1050010_2;1013604;A043008;A028724;2016JJ00;10,8;;None
8804;1050010_1;1013604;A043008;A028724;2017JJ00;1,7;;None
8805;1050010_2;1013604;A043008;A028724;2017JJ00;10,7;;None
8806;1050010_1;1013604;A043008;A028724;2018JJ00;1,6;;None
8807;1050010_2;1013604;A043008;A028724;2018JJ00;11,4;;None
8808;1050010_1;1013604;A043008;A028724;2019JJ00;1,6;;None
8809;1050010_2;1013604;A043008;A028724;2019JJ00;11,3;;None
8810;1050010_1;1013604;A043008;A028724;2020JJ00;1,2;;None
8811;1050010_2;1013604;A043008;A028724;2020JJ00;9,8;;None
8812;1050010_1;1013604;A043008;A028724;2021JJ00;1,2;;None
8813;1050010_2;1013604;A043008;A028724;2021JJ00;9,8;;None
8814;1050010_1;1013604;A043008;A028724;2022JJ00;1,1;;None
8815;1050010_2;1013604;A043008;A028724;2022JJ00;8,1;;None
8816;1050010_1;1013604;A043008;A028724;2023JJ00;1,3;;None
8817;1050010_2;1013604;A043008;A028724;2023JJ00;8,7;;None
8818;1050010_1;1013604;A043008;A028724;2024JJ00;1,6;;None
8819;1050010_2;1013604;A043008;A028724;2024JJ00;10,9;;None
8820;1050010_1;1013650;1050290;A028721;2011JJ00;315,1;;None
8821;1050010_2;1013650;1050290;A028721;2011JJ00;12,1;;None
8822;1050010_1;1013650;1050290;A028721;2012JJ00;376,2;;None
8823;1050010_2;1013650;1050290;A028721;2012JJ00;14;;None
8824;1050010_1;1013650;1050290;A028721;2013JJ00;439,6;;None
8825;1050010_2;1013650;1050290;A028721;2013JJ00;15,9;;None
8826;1050010_1;1013650;1050290;A028721;2014JJ00;431,4;;None
8827;1050010_2;1013650;1050290;A028721;2014JJ00;15,5;;None
8828;1050010_1;1013650;1050290;A028721;2015JJ00;428,6;;None
8829;1050010_2;1013650;1050290;A028721;2015JJ00;15,3;;None
8830;1050010_1;1013650;1050290;A028721;2016JJ00;430,8;;None
8831;1050010_2;1013650;1050290;A028721;2016JJ00;15,3;;None
8832;1050010_1;1013650;1050290;A028721;2017JJ00;446,4;;None
8833;1050010_2;1013650;1050290;A028721;2017JJ00;15,7;;None
8834;1050010_1;1013650;1050290;A028721;2018JJ00;446,4;;None
8835;1050010_2;1013650;1050290;A028721;2018JJ00;15,9;;None
8836;1050010_1;1013650;1050290;A028721;2019JJ00;424,7;;None
8837;1050010_2;1013650;1050290;A028721;2019JJ00;15,2;;None
8838;1050010_1;1013650;1050290;A028721;2020JJ00;398;;None
8839;1050010_2;1013650;1050290;A028721;2020JJ00;13,9;;None
8840;1050010_1;1013650;1050290;A028721;2021JJ00;372,5;;None
8841;1050010_2;1013650;1050290;A028721;2021JJ00;13,1;;None
8842;1050010_1;1013650;1050290;A028721;2022JJ00;222,7;;None
8843;1050010_2;1013650;1050290;A028721;2022JJ00;7,9;;None
8844;1050010_1;1013650;1050290;A028721;2023JJ00;187,1;;None
8845;1050010_2;1013650;1050290;A028721;2023JJ00;6,6;;None
8846;1050010_1;1013650;1050290;A028724;2011JJ00;116,2;;None
8847;1050010_2;1013650;1050290;A028724;2011JJ00;4,6;;None
8848;1050010_1;1013650;1050290;A028724;2012JJ00;129,2;;None
8849;1050010_2;1013650;1050290;A028724;2012JJ00;5;;None
8850;1050010_1;1013650;1050290;A028724;2013JJ00;147;;None
8851;1050010_2;1013650;1050290;A028724;2013JJ00;5,5;;None
8852;1050010_1;1013650;1050290;A028724;2014JJ00;154,4;;None
8853;1050010_2;1013650;1050290;A028724;2014JJ00;5,8;;None
8854;1050010_1;1013650;1050290;A028724;2015JJ00;178,4;;None
8855;1050010_2;1013650;1050290;A028724;2015JJ00;6,7;;None
8856;1050010_1;1013650;1050290;A028724;2016JJ00;191,4;;None
8857;1050010_2;1013650;1050290;A028724;2016JJ00;7,1;;None
8858;1050010_1;1013650;1050290;A028724;2017JJ00;195,7;;None
8859;1050010_2;1013650;1050290;A028724;2017JJ00;7,2;;None
8860;1050010_1;1013650;1050290;A028724;2018JJ00;202,5;;None
8861;1050010_2;1013650;1050290;A028724;2018JJ00;7,5;;None
8862;1050010_1;1013650;1050290;A028724;2019JJ00;207,4;;None
8863;1050010_2;1013650;1050290;A028724;2019JJ00;7,7;;None
8864;1050010_1;1013650;1050290;A028724;2020JJ00;198,6;;None
8865;1050010_2;1013650;1050290;A028724;2020JJ00;7,2;;None
8866;1050010_1;1013650;1050290;A028724;2021JJ00;194,2;;None
8867;1050010_2;1013650;1050290;A028724;2021JJ00;7,1;;None
8868;1050010_1;1013650;1050290;A028724;2022JJ00;108,7;;None
8869;1050010_2;1013650;1050290;A028724;2022JJ00;4;;None
8870;1050010_1;1013650;1050290;A028724;2023JJ00;53,7;;None
8871;1050010_2;1013650;1050290;A028724;2023JJ00;2;;None
8872;1050010_1;1013650;A043009;A028721;2011JJ00;328,9;;None
8873;1050010_2;1013650;A043009;A028721;2011JJ00;12,6;;None
8874;1050010_1;1013650;A043009;A028721;2012JJ00;354;;None
8875;1050010_2;1013650;A043009;A028721;2012JJ00;13,2;;None
8876;1050010_1;1013650;A043009;A028721;2013JJ00;379,5;;None
8877;1050010_2;1013650;A043009;A028721;2013JJ00;13,8;;None
8878;1050010_1;1013650;A043009;A028721;2014JJ00;396;;None
8879;1050010_2;1013650;A043009;A028721;2014JJ00;14,2;;None
8880;1050010_1;1013650;A043009;A028721;2015JJ00;403,2;;None
8881;1050010_2;1013650;A043009;A028721;2015JJ00;14,4;;None
8882;1050010_1;1013650;A043009;A028721;2016JJ00;426,2;;None
8883;1050010_2;1013650;A043009;A028721;2016JJ00;15,1;;None
8884;1050010_1;1013650;A043009;A028721;2017JJ00;434,6;;None
8885;1050010_2;1013650;A043009;A028721;2017JJ00;15,3;;None
8886;1050010_1;1013650;A043009;A028721;2018JJ00;429,3;;None
8887;1050010_2;1013650;A043009;A028721;2018JJ00;15,3;;None
8888;1050010_1;1013650;A043009;A028721;2019JJ00;419,5;;None
8889;1050010_2;1013650;A043009;A028721;2019JJ00;15;;None
8890;1050010_1;1013650;A043009;A028721;2020JJ00;437,4;;None
8891;1050010_2;1013650;A043009;A028721;2020JJ00;15,3;;None
8892;1050010_1;1013650;A043009;A028721;2021JJ00;418,6;;None
8893;1050010_2;1013650;A043009;A028721;2021JJ00;14,7;;None
8894;1050010_1;1013650;A043009;A028721;2022JJ00;407,7;;None
8895;1050010_2;1013650;A043009;A028721;2022JJ00;14,5;;None
8896;1050010_1;1013650;A043009;A028721;2023JJ00;412,9;;None
8897;1050010_2;1013650;A043009;A028721;2023JJ00;14,5;;None
8898;1050010_1;1013650;A043009;A028721;2024JJ00;395,6;;None
8899;1050010_2;1013650;A043009;A028721;2024JJ00;13,8;;None
8900;1050010_1;1013650;A043009;A028724;2011JJ00;107,5;;None
8901;1050010_2;1013650;A043009;A028724;2011JJ00;4,3;;None
8902;1050010_1;1013650;A043009;A028724;2012JJ00;122,4;;None
8903;1050010_2;1013650;A043009;A028724;2012JJ00;4,8;;None
8904;1050010_1;1013650;A043009;A028724;2013JJ00;134,6;;None
8905;1050010_2;1013650;A043009;A028724;2013JJ00;5,1;;None
8906;1050010_1;1013650;A043009;A028724;2014JJ00;147,1;;None
8907;1050010_2;1013650;A043009;A028724;2014JJ00;5,5;;None
8908;1050010_1;1013650;A043009;A028724;2015JJ00;160,6;;None
8909;1050010_2;1013650;A043009;A028724;2015JJ00;6;;None
8910;1050010_1;1013650;A043009;A028724;2016JJ00;173,8;;None
8911;1050010_2;1013650;A043009;A028724;2016JJ00;6,5;;None
8912;1050010_1;1013650;A043009;A028724;2017JJ00;185,1;;None
8913;1050010_2;1013650;A043009;A028724;2017JJ00;6,9;;None
8914;1050010_1;1013650;A043009;A028724;2018JJ00;195,5;;None
8915;1050010_2;1013650;A043009;A028724;2018JJ00;7,3;;None
8916;1050010_1;1013650;A043009;A028724;2019JJ00;206,2;;None
8917;1050010_2;1013650;A043009;A028724;2019JJ00;7,7;;None
8918;1050010_1;1013650;A043009;A028724;2020JJ00;219,9;;None
8919;1050010_2;1013650;A043009;A028724;2020JJ00;8;;None
8920;1050010_1;1013650;A043009;A028724;2021JJ00;220,4;;None
8921;1050010_2;1013650;A043009;A028724;2021JJ00;8;;None
8922;1050010_1;1013650;A043009;A028724;2022JJ00;219,9;;None
8923;1050010_2;1013650;A043009;A028724;2022JJ00;8,1;;None
8924;1050010_1;1013650;A043009;A028724;2023JJ00;218;;None
8925;1050010_2;1013650;A043009;A028724;2023JJ00;8;;None
8926;1050010_1;1013650;A043009;A028724;2024JJ00;209,4;;None
8927;1050010_2;1013650;A043009;A028724;2024JJ00;7,7;;None
8928;1050010_1;1013650;A043007;A028721;2011JJ00;559,6;;None
8929;1050010_2;1013650;A043007;A028721;2011JJ00;21,4;;None
8930;1050010_1;1013650;A043007;A028721;2012JJ00;576,6;;None
8931;1050010_2;1013650;A043007;A028721;2012JJ00;21,5;;None
8932;1050010_1;1013650;A043007;A028721;2013JJ00;614,9;;None
8933;1050010_2;1013650;A043007;A028721;2013JJ00;22,3;;None
8934;1050010_1;1013650;A043007;A028721;2014JJ00;629,5;;None
8935;1050010_2;1013650;A043007;A028721;2014JJ00;22,6;;None
8936;1050010_1;1013650;A043007;A028721;2015JJ00;641,5;;None
8937;1050010_2;1013650;A043007;A028721;2015JJ00;22,9;;None
8938;1050010_1;1013650;A043007;A028721;2016JJ00;661,1;;None
8939;1050010_2;1013650;A043007;A028721;2016JJ00;23,5;;None
8940;1050010_1;1013650;A043007;A028721;2017JJ00;671,1;;None
8941;1050010_2;1013650;A043007;A028721;2017JJ00;23,6;;None
8942;1050010_1;1013650;A043007;A028721;2018JJ00;657,7;;None
8943;1050010_2;1013650;A043007;A028721;2018JJ00;23,4;;None
8944;1050010_1;1013650;A043007;A028721;2019JJ00;639,8;;None
8945;1050010_2;1013650;A043007;A028721;2019JJ00;22,8;;None
8946;1050010_1;1013650;A043007;A028721;2020JJ00;659,4;;None
8947;1050010_2;1013650;A043007;A028721;2020JJ00;23,1;;None
8948;1050010_1;1013650;A043007;A028721;2021JJ00;635,3;;None
8949;1050010_2;1013650;A043007;A028721;2021JJ00;22,3;;None
8950;1050010_1;1013650;A043007;A028721;2022JJ00;625,1;;None
8951;1050010_2;1013650;A043007;A028721;2022JJ00;22,2;;None
8952;1050010_1;1013650;A043007;A028721;2023JJ00;630,5;;None
8953;1050010_2;1013650;A043007;A028721;2023JJ00;22,1;;None
8954;1050010_1;1013650;A043007;A028721;2024JJ00;608,6;;None
8955;1050010_2;1013650;A043007;A028721;2024JJ00;21,2;;None
8956;1050010_1;1013650;A043007;A028724;2011JJ00;278,3;;None
8957;1050010_2;1013650;A043007;A028724;2011JJ00;11,1;;None
8958;1050010_1;1013650;A043007;A028724;2012JJ00;303,1;;None
8959;1050010_2;1013650;A043007;A028724;2012JJ00;11,8;;None
8960;1050010_1;1013650;A043007;A028724;2013JJ00;326,1;;None
8961;1050010_2;1013650;A043007;A028724;2013JJ00;12,3;;None
8962;1050010_1;1013650;A043007;A028724;2014JJ00;328,8;;None
8963;1050010_2;1013650;A043007;A028724;2014JJ00;12,3;;None
8964;1050010_1;1013650;A043007;A028724;2015JJ00;339,5;;None
8965;1050010_2;1013650;A043007;A028724;2015JJ00;12,7;;None
8966;1050010_1;1013650;A043007;A028724;2016JJ00;359,2;;None
8967;1050010_2;1013650;A043007;A028724;2016JJ00;13,3;;None
8968;1050010_1;1013650;A043007;A028724;2017JJ00;372,7;;None
8969;1050010_2;1013650;A043007;A028724;2017JJ00;13,8;;None
8970;1050010_1;1013650;A043007;A028724;2018JJ00;381,2;;None
8971;1050010_2;1013650;A043007;A028724;2018JJ00;14,2;;None
8972;1050010_1;1013650;A043007;A028724;2019JJ00;387,3;;None
8973;1050010_2;1013650;A043007;A028724;2019JJ00;14,4;;None
8974;1050010_1;1013650;A043007;A028724;2020JJ00;402,3;;None
8975;1050010_2;1013650;A043007;A028724;2020JJ00;14,6;;None
8976;1050010_1;1013650;A043007;A028724;2021JJ00;398,3;;None
8977;1050010_2;1013650;A043007;A028724;2021JJ00;14,5;;None
8978;1050010_1;1013650;A043007;A028724;2022JJ00;393,7;;None
8979;1050010_2;1013650;A043007;A028724;2022JJ00;14,5;;None
8980;1050010_1;1013650;A043007;A028724;2023JJ00;389,2;;None
8981;1050010_2;1013650;A043007;A028724;2023JJ00;14,3;;None
8982;1050010_1;1013650;A043007;A028724;2024JJ00;377,7;;None
8983;1050010_2;1013650;A043007;A028724;2024JJ00;13,8;;None
8984;1050010_1;1013650;A043008;A028721;2011JJ00;736;;None
8985;1050010_2;1013650;A043008;A028721;2011JJ00;28,2;;None
8986;1050010_1;1013650;A043008;A028721;2012JJ00;750,3;;None
8987;1050010_2;1013650;A043008;A028721;2012JJ00;28;;None
8988;1050010_1;1013650;A043008;A028721;2013JJ00;796,9;;None
8989;1050010_2;1013650;A043008;A028721;2013JJ00;28,9;;None
8990;1050010_1;1013650;A043008;A028721;2014JJ00;806,1;;None
8991;1050010_2;1013650;A043008;A028721;2014JJ00;29;;None
8992;1050010_1;1013650;A043008;A028721;2015JJ00;815,1;;None
8993;1050010_2;1013650;A043008;A028721;2015JJ00;29,1;;None
8994;1050010_1;1013650;A043008;A028721;2016JJ00;834;;None
8995;1050010_2;1013650;A043008;A028721;2016JJ00;29,6;;None
8996;1050010_1;1013650;A043008;A028721;2017JJ00;843,4;;None
8997;1050010_2;1013650;A043008;A028721;2017JJ00;29,7;;None
8998;1050010_1;1013650;A043008;A028721;2018JJ00;826,3;;None
8999;1050010_2;1013650;A043008;A028721;2018JJ00;29,4;;None
9000;1050010_1;1013650;A043008;A028721;2019JJ00;803,3;;None
9001;1050010_2;1013650;A043008;A028721;2019JJ00;28,7;;None
9002;1050010_1;1013650;A043008;A028721;2020JJ00;827,2;;None
9003;1050010_2;1013650;A043008;A028721;2020JJ00;28,9;;None
9004;1050010_1;1013650;A043008;A028721;2021JJ00;794,1;;None
9005;1050010_2;1013650;A043008;A028721;2021JJ00;27,9;;None
9006;1050010_1;1013650;A043008;A028721;2022JJ00;775,2;;None
9007;1050010_2;1013650;A043008;A028721;2022JJ00;27,6;;None
9008;1050010_1;1013650;A043008;A028721;2023JJ00;785;;None
9009;1050010_2;1013650;A043008;A028721;2023JJ00;27,5;;None
9010;1050010_1;1013650;A043008;A028721;2024JJ00;765,8;;None
9011;1050010_2;1013650;A043008;A028721;2024JJ00;26,7;;None
9012;1050010_1;1013650;A043008;A028724;2011JJ00;430,2;;None
9013;1050010_2;1013650;A043008;A028724;2011JJ00;17,2;;None
9014;1050010_1;1013650;A043008;A028724;2012JJ00;461,5;;None
9015;1050010_2;1013650;A043008;A028724;2012JJ00;17,9;;None
9016;1050010_1;1013650;A043008;A028724;2013JJ00;484,4;;None
9017;1050010_2;1013650;A043008;A028724;2013JJ00;18,3;;None
9018;1050010_1;1013650;A043008;A028724;2014JJ00;472;;None
9019;1050010_2;1013650;A043008;A028724;2014JJ00;17,6;;None
9020;1050010_1;1013650;A043008;A028724;2015JJ00;480,3;;None
9021;1050010_2;1013650;A043008;A028724;2015JJ00;17,9;;None
9022;1050010_1;1013650;A043008;A028724;2016JJ00;503,5;;None
9023;1050010_2;1013650;A043008;A028724;2016JJ00;18,7;;None
9024;1050010_1;1013650;A043008;A028724;2017JJ00;516,6;;None
9025;1050010_2;1013650;A043008;A028724;2017JJ00;19,1;;None
9026;1050010_1;1013650;A043008;A028724;2018JJ00;523,7;;None
9027;1050010_2;1013650;A043008;A028724;2018JJ00;19,5;;None
9028;1050010_1;1013650;A043008;A028724;2019JJ00;527,7;;None
9029;1050010_2;1013650;A043008;A028724;2019JJ00;19,7;;None
9030;1050010_1;1013650;A043008;A028724;2020JJ00;542,3;;None
9031;1050010_2;1013650;A043008;A028724;2020JJ00;19,7;;None
9032;1050010_1;1013650;A043008;A028724;2021JJ00;533,5;;None
9033;1050010_2;1013650;A043008;A028724;2021JJ00;19,4;;None
9034;1050010_1;1013650;A043008;A028724;2022JJ00;522,5;;None
9035;1050010_2;1013650;A043008;A028724;2022JJ00;19,2;;None
9036;1050010_1;1013650;A043008;A028724;2023JJ00;516,1;;None
9037;1050010_2;1013650;A043008;A028724;2023JJ00;18,9;;None
9038;1050010_1;1013650;A043008;A028724;2024JJ00;503,9;;None
9039;1050010_2;1013650;A043008;A028724;2024JJ00;18,4;;None
9040;1050010_1;1013700;1050290;A028721;2011JJ00;115,3;;None
9041;1050010_2;1013700;1050290;A028721;2011JJ00;5;;None
9042;1050010_1;1013700;1050290;A028721;2012JJ00;141,2;;None
9043;1050010_2;1013700;1050290;A028721;2012JJ00;6;;None
9044;1050010_1;1013700;1050290;A028721;2013JJ00;166,2;;None
9045;1050010_2;1013700;1050290;A028721;2013JJ00;7;;None
9046;1050010_1;1013700;1050290;A028721;2014JJ00;155,2;;None
9047;1050010_2;1013700;1050290;A028721;2014JJ00;6,5;;None
9048;1050010_1;1013700;1050290;A028721;2015JJ00;139,7;;None
9049;1050010_2;1013700;1050290;A028721;2015JJ00;5,8;;None
9050;1050010_1;1013700;1050290;A028721;2016JJ00;132,4;;None
9051;1050010_2;1013700;1050290;A028721;2016JJ00;5,5;;None
9052;1050010_1;1013700;1050290;A028721;2017JJ00;135,2;;None
9053;1050010_2;1013700;1050290;A028721;2017JJ00;5,6;;None
9054;1050010_1;1013700;1050290;A028721;2018JJ00;141,3;;None
9055;1050010_2;1013700;1050290;A028721;2018JJ00;5,9;;None
9056;1050010_1;1013700;1050290;A028721;2019JJ00;136,4;;None
9057;1050010_2;1013700;1050290;A028721;2019JJ00;5,7;;None
9058;1050010_1;1013700;1050290;A028721;2020JJ00;135,4;;None
9059;1050010_2;1013700;1050290;A028721;2020JJ00;5,5;;None
9060;1050010_1;1013700;1050290;A028721;2021JJ00;124,2;;None
9061;1050010_2;1013700;1050290;A028721;2021JJ00;5,1;;None
9062;1050010_1;1013700;1050290;A028721;2022JJ00;77;;None
9063;1050010_2;1013700;1050290;A028721;2022JJ00;3,2;;None
9064;1050010_1;1013700;1050290;A028721;2023JJ00;77,7;;None
9065;1050010_2;1013700;1050290;A028721;2023JJ00;3,1;;None
9066;1050010_1;1013700;1050290;A028724;2011JJ00;30,5;;None
9067;1050010_2;1013700;1050290;A028724;2011JJ00;1,4;;None
9068;1050010_1;1013700;1050290;A028724;2012JJ00;33,4;;None
9069;1050010_2;1013700;1050290;A028724;2012JJ00;1,5;;None
9070;1050010_1;1013700;1050290;A028724;2013JJ00;38,3;;None
9071;1050010_2;1013700;1050290;A028724;2013JJ00;1,6;;None
9072;1050010_1;1013700;1050290;A028724;2014JJ00;40,8;;None
9073;1050010_2;1013700;1050290;A028724;2014JJ00;1,7;;None
9074;1050010_1;1013700;1050290;A028724;2015JJ00;45,9;;None
9075;1050010_2;1013700;1050290;A028724;2015JJ00;1,9;;None
9076;1050010_1;1013700;1050290;A028724;2016JJ00;47,2;;None
9077;1050010_2;1013700;1050290;A028724;2016JJ00;2;;None
9078;1050010_1;1013700;1050290;A028724;2017JJ00;47,3;;None
9079;1050010_2;1013700;1050290;A028724;2017JJ00;2;;None
9080;1050010_1;1013700;1050290;A028724;2018JJ00;49,6;;None
9081;1050010_2;1013700;1050290;A028724;2018JJ00;2,1;;None
9082;1050010_1;1013700;1050290;A028724;2019JJ00;51,7;;None
9083;1050010_2;1013700;1050290;A028724;2019JJ00;2,2;;None
9084;1050010_1;1013700;1050290;A028724;2020JJ00;51,8;;None
9085;1050010_2;1013700;1050290;A028724;2020JJ00;2,2;;None
9086;1050010_1;1013700;1050290;A028724;2021JJ00;51;;None
9087;1050010_2;1013700;1050290;A028724;2021JJ00;2,1;;None
